Number,Name,ID
507,TRP2,YER090W
173,MET6,YER091C
2824,IES5,YER092W
718,TSC11,YER093C
2906,RAD51,YER095W
1065,UBP9,YER098W
815,PRS2,YER099C
674,UBC6,YER100W
3089,RPS8B,YER102W
3751,RTT105,YER104W
537,NUP157,YER105C
3250,MAM1,YER106W
3213,GLE2,YER107C
1593,FLO8,YER109C
3593,KAP123,YER110C
3058,SWI4,YER111C
3125,LSM4,YER112W
793,TMN3,YER113C
3937,BOI2,YER114C
1457,SPR6,YER115C
3022,SLX8,YER116C
4106,RPL23B,YER117W
3023,SHO1,YER118C
3754,AVT6,YER119C
1086,SCS2,YER120W
1066,YCK3,YER123W
3664,DSE1,YER124C
3806,NSA2,YER126C
3920,VFA1,YER128W
4202,SAK1,YER129W
1962,RPS26B,YER131W
3586,PMD1,YER132C
886,NA,YER134C
984,NA,YER137C
1485,RTR1,YER139C
323,EMP65,YER140W
3234,MAG1,YER142C
2843,DDI1,YER143W
585,UBP5,YER144C
3075,FTR1,YER145C
49,LSM5,YER146W
1184,SCC4,YER147C
1877,SPI1,YER150W
3254,NA,YER152C
2946,BEM2,YER155C
629,NA,YER156C
166,COG3,YER157W
4470,BUR6,YER159C
3156,RAD4,YER162C
3317,GCG1,YER163C
460,CHD1,YER164W
2812,PAB1,YER165W
503,DNF1,YER166W
3276,BCK2,YER167W
3377,RPH1,YER169W
3438,ADK2,YER170W
4457,RAD3,YER171W
1781,BRR2,YER172C
3044,RAD24,YER173W
3176,GRX4,YER174C
1179,TMT1,YER175C
4135,ECM32,YER176W
266,BMH1,YER177W
3869,PDA1,YER178W
3312,DMC1,YER179W
978,SLO1,YER180C-A
882,FMP10,YER182W
1530,TOG1,YER184C
4095,PUG1,YER185W
4475,NA,YER186C
1297,NA,YER187W
1385,NA,YER188C-A
4259,NA,YER189W
3122,YRF1-2,YER190W
3158,SPB4,YFL002C
4009,MSH4,YFL003C
3095,BLM10,YFL007W
1055,NA,YFL012W
2882,IES1,YFL013C
4000,HSP12,YFL014W
653,MDJ1,YFL016C
3439,LPD1,YFL018C
189,GAT1,YFL021W
231,EPL1,YFL024C
940,BST1,YFL025C
160,STE2,YFL026W
1127,GYP8,YFL027C
3619,CAF16,YFL028C
3878,AGX1,YFL030W
4116,HAC1,YFL031W
4079,RIM15,YFL033C
1418,NA,YFL034W
3099,RPO41,YFL036W
402,YPT1,YFL038C
669,FET5,YFL041W
3928,NA,YFL041W-A
1609,LAM5,YFL042C
3170,OTU1,YFL044C
4081,SEC53,YFL045C
3282,RGD2,YFL047W
647,EMP47,YFL048C
3024,SWP82,YFL049W
4168,ALR2,YFL050C
4101,NA,YFL051C
4352,ZNF1,YFL052W
1571,DAK2,YFL053W
3272,NA,YFL054C
4586,AGP3,YFL055W
3398,AAD6,YFL056C
1330,NA,YFL057C
548,SNZ3,YFL059W
1186,SNO3,YFL060C
1393,DDI2,YFL061W
1226,COS4,YFL062W
4720,NA,YFL064C
4070,NA,YFL065C
1321,NA,YFL066C
1144,NA,YFL067W
2143,NA,YFL068W
4322,LOC1,YFR001W
3607,NIC96,YFR002W
1366,YPI1,YFR003C
3534,SAD1,YFR005C
3351,NA,YFR006W
3003,YFH7,YFR007W
1116,FAR7,YFR008W
5129,UBP6,YFR010W
4512,DCV1,YFR012W
4542,NA,YFR012W-A
3803,CMK1,YFR014C
133,IGD1,YFR017C
2105,NA,YFR018C
3543,ATG18,YFR021W
4327,ROG3,YFR022W
1015,LSB3,YFR024C-A
845,HIS2,YFR025C
4593,ULI1,YFR026C
1786,ECO1,YFR027W
2841,PTR3,YFR029W
2865,MET10,YFR030W
6,RPL2A,YFR031C-A
1220,NA,YFR032C-B
819,QCR6,YFR033C
376,PHO4,YFR034C
2110,CDC26,YFR036W
710,IRC5,YFR038W
143,SAP155,YFR040W
1465,ERJ5,YFR041C
651,KEG1,YFR042W
2960,DUG1,YFR044C
4261,CNN1,YFR046C
446,BNA6,YFR047C
3819,RMD8,YFR048W
733,YMR31,YFR049W
420,HXK1,YFR053C
4214,IRC7,YFR055W
1315,NA,YFR057W
2788,ERG26,YGL001C
44,ERP6,YGL002W
3887,CDH1,YGL003C
3138,PMC1,YGL006W
413,NA,YGL007C-A
3483,PMA1,YGL008C
171,LEU1,YGL009C
2963,ERG4,YGL012W
3118,PDR1,YGL013C
2957,PUF4,YGL014W
1494,NA,YGL015C
1594,KAP122,YGL016W
3549,ATE1,YGL017W
2115,JAC1,YGL018C
2891,CKB1,YGL019W
1027,STT3,YGL022W
7,PIB2,YGL023C
3540,PGD1,YGL025C
987,TRP5,YGL026C
3686,CWH41,YGL027C
137,RPL24A,YGL031C
1249,PNC1,YGL037C
1782,NA,YGL039W
261,HEM2,YGL040C
726,DST1,YGL043W
4707,RIM8,YGL045W
112,ALG13,YGL047W
4155,RPT6,YGL048C
569,TIF4632,YGL049C
1025,MST27,YGL051W
52,ERV14,YGL054C
904,OLE1,YGL055W
633,GEP7,YGL057C
3834,PYC1,YGL062W
4408,MRH4,YGL064C
4567,SGF73,YGL066W
1137,AFT1,YGL071W
3130,HSF1,YGL073W
3684,MPS2,YGL075C
719,RPL7A,YGL076C
344,HNM1,YGL077C
1392,DBP3,YGL078C
4725,KXD1,YGL079W
372,MPC1,YGL080W
1355,NA,YGL081W
484,NA,YGL082W
198,GUP1,YGL084C
1058,MAD1,YGL086W
593,MMS2,YGL087C
3815,LIF1,YGL090W
3836,NBP35,YGL091C
3174,NUP145,YGL092W
2939,PAN2,YGL094C
15,VPS45,YGL095C
3637,TOS8,YGL096W
722,SRM1,YGL097W
3904,USE1,YGL098W
953,LSG1,YGL099W
339,SEH1,YGL100W
3025,NA,YGL101W
4514,VPS73,YGL104C
32,ARC1,YGL105W
4107,RMD9,YGL107C
152,NA,YGL108C
3320,CUE3,YGL110C
3794,NSA1,YGL111W
3038,SLD3,YGL113W
3013,SNF4,YGL115W
1606,COQ8,YGL119W
208,PRP43,YGL120C
4152,GPG1,YGL121C
943,NAB2,YGL122C
3458,RPS2,YGL123W
3086,MON1,YGL124C
4243,SOH1,YGL127C
3631,ITC1,YGL133W
1342,MRM2,YGL136C
976,SEC27,YGL137W
4167,NA,YGL138C
3884,HUL5,YGL141W
4102,GPI10,YGL142C
4575,MRF1,YGL143C
278,TIP20,YGL145W
1280,RRT6,YGL146C
4055,RPL9A,YGL147C
2928,INO80,YGL150C
849,NUT1,YGL151W
3137,PEX14,YGL153W
1338,LYS5,YGL154C
1796,CDC43,YGL155W
3511,ARI1,YGL157W
264,RCK1,YGL158W
1630,AIM14,YGL160W
1899,YIP5,YGL161C
4300,SUT1,YGL162W
1420,RAD54,YGL163C
1060,CUP2,YGL166W
3148,SUA5,YGL169W
4252,ROK1,YGL171W
678,NUP49,YGL172W
2931,XRN1,YGL173C
544,BUD13,YGL174W
3389,SAE2,YGL175C
448,MPT5,YGL178W
1318,GTS1,YGL181W
4437,MND1,YGL183C
3434,STR3,YGL184C
2816,RPS26A,YGL189C
258,CDC55,YGL190C
862,COX13,YGL191W
1710,IME4,YGL192W
3171,HOS2,YGL194C
3471,GCN1,YGL195W
673,DSD1,YGL196W
358,MDS3,YGL197W
4053,YIP4,YGL198W
71,KEX1,YGL203C
749,POX1,YGL205W
3912,YPT32,YGL210W
17,NCS6,YGL211W
4304,VAM7,YGL212W
3051,SKI8,YGL213C
3568,CLG1,YGL215W
392,KIP3,YGL216W
823,FRA2,YGL220W
1437,NIF3,YGL221C
1577,SDT1,YGL224C
3608,VRG4,YGL225W
786,OST5,YGL226C-A
1734,MTC3,YGL226W
2971,VID30,YGL227W
1004,NA,YGL230C
707,EMC4,YGL231C
3246,TAN1,YGL232W
3673,"ADE5,7",YGL234W
917,NA,YGL235W
3678,DOC1,YGL240W
4414,KAP114,YGL241W
24,NA,YGL242C
1273,TAD1,YGL243W
3748,RAI1,YGL246C
3231,PDE1,YGL248W
3502,ZIP2,YGL249W
1147,HFM1,YGL251C
158,HXK2,YGL253W
3523,FZF1,YGL254W
3734,ZRT1,YGL255W
785,ADH4,YGL256W
1181,MNT2,YGL257C
4201,VEL1,YGL258W
4797,NA,YGL258W-A
1044,PAU11,YGL261C
530,COS12,YGL263W
203,SWC4,YGR002C
701,PRP18,YGR006W
3154,NMA2,YGR010W
1654,MSB2,YGR014W
3915,NA,YGR015C
225,VMA7,YGR020C
2873,NA,YGR026W
2947,RPS25A,YGR027C
149,MSP1,YGR028W
4044,IMO32,YGR031W
4584,GSC2,YGR032W
453,TIM21,YGR033C
1372,NA,YGR035C
3948,CAX4,YGR036C
686,ACB1,YGR037C
1556,BUD9,YGR041W
3271,RME1,YGR044C
1940,NA,YGR045C
3020,TAM41,YGR046W
3380,UFD1,YGR048W
1293,SCM4,YGR049W
4482,FMP48,YGR052W
4287,NA,YGR053C
2975,NA,YGR054W
2855,MUP1,YGR055W
3318,LST7,YGR057C
1636,PEF1,YGR058W
3814,SPR3,YGR059W
3825,COX18,YGR062C
4284,VHT1,YGR065C
1294,NA,YGR066C
1723,NA,YGR067C
3362,ENV11,YGR071C
4207,SMD1,YGR074W
382,PRP38,YGR075C
1373,MRPL25,YGR076C
4238,PEX8,YGR077C
3787,PAC10,YGR078C
4536,NA,YGR079W
732,TWF1,YGR080W
3899,SLX9,YGR081C
142,RPL11B,YGR085C
3743,PIL1,YGR086C
3785,PDC6,YGR087C
3120,CTT1,YGR088W
301,UTP22,YGR090W
239,PRP31,YGR091W
1376,DRN1,YGR093W
3624,TPC1,YGR096W
552,ASK10,YGR097W
4705,TEL2,YGR099W
4121,PCP1,YGR101W
581,GTF1,YGR102C
3554,NOP7,YGR103W
81,VMA21,YGR105W
3083,VOA1,YGR106C
1130,CLB1,YGR108W
3403,CLB6,YGR109C
969,CLD1,YGR110W
1411,NA,YGR111W
1879,SHY1,YGR112W
1132,DAM1,YGR113W
1528,SPT6,YGR116W
680,RPS23A,YGR118W
500,NUP57,YGR119C
616,MEP1,YGR121C
1866,NA,YGR121W-A
4164,NA,YGR125W
3218,NA,YGR126W
4286,NA,YGR127W
867,UTP8,YGR128C
3946,SYF2,YGR129W
775,NA,YGR130C
3105,PHB1,YGR132C
1378,PEX4,YGR133W
4658,LSB1,YGR136W
1792,TPO2,YGR138C
1049,VPS62,YGR141W
3941,BTN2,YGR142W
1195,SKN1,YGR143W
1183,ECL1,YGR146C
3032,NA,YGR146C-A
1954,NAT2,YGR147C
676,NA,YGR149W
4054,CCM1,YGR150C
1466,NA,YGR153W
4199,PTI1,YGR156W
2869,NSR1,YGR159C
1113,RTS3,YGR161C
4099,TIF4631,YGR162W
4490,GTR2,YGR163W
1118,MRPS35,YGR165W
961,CLC1,YGR167W
4395,NA,YGR168C
693,LSO2,YGR169C-A
944,PSD2,YGR170W
1417,MSM1,YGR171C
3663,YIP1,YGR172C
4211,RBG2,YGR173W
3717,CBP4,YGR174C
846,NA,YGR174W-A
658,ERG1,YGR175C
3795,PBP1,YGR178C
3584,OKP1,YGR179C
30,QCR9,YGR183C
2796,TYS1,YGR185C
3481,HGH1,YGR187C
3829,BUB1,YGR188C
4368,CRH1,YGR189C
3919,HIP1,YGR191W
4144,PDX1,YGR193C
3951,XKS1,YGR194C
4086,SKI6,YGR195W
4794,YPP1,YGR198W
1053,PMT6,YGR199W
1101,ELP2,YGR200C
3835,NA,YGR201C
4098,YCH1,YGR203W
3775,NA,YGR204C-A
50,ADE3,YGR204W
3124,MVB12,YGR206W
3544,CIR1,YGR207C
2898,SER2,YGR208W
4392,TRX2,YGR209C
4409,ZPR1,YGR211W
4676,RPS0A,YGR214W
1311,RSM27,YGR215W
3764,GPI1,YGR216C
1327,CCH1,YGR217W
1935,MRPL9,YGR220C
1669,TOS2,YGR221C
3922,HSV2,YGR223C
4765,AMA1,YGR225W
3871,NA,YGR226C
398,DIE2,YGR227W
4260,BNS1,YGR230W
397,NAS6,YGR232W
46,YHB1,YGR234W
3374,MIC26,YGR235C
3539,SPG1,YGR236C
1770,NA,YGR237C
907,KEL2,YGR238C
3102,PEX21,YGR239C
3969,PFK1,YGR240C
1107,NA,YGR240C-A
1252,LSC2,YGR244C
2973,BRF1,YGR246C
1448,MGA1,YGR249W
202,NA,YGR250C
4366,GCN5,YGR252W
4458,PUP2,YGR253C
104,COQ6,YGR255C
4048,GND2,YGR256W
3761,MTM1,YGR257C
3658,RAD2,YGR258C
1776,BUD32,YGR262C
375,SAY1,YGR263C
553,NA,YGR266W
1148,HUA1,YGR268C
543,YTA7,YGR270W
43,EFG1,YGR271C-A
848,SLH1,YGR271W
1022,NA,YGR272C
1691,TAF1,YGR274C
4194,CAB4,YGR277C
4476,SCW4,YGR279C
1017,PXR1,YGR280C
960,YOR1,YGR281W
393,NA,YGR283C
3140,ERV29,YGR284C
702,ZUO1,YGR285C
4500,BIO2,YGR286C
4594,IMA1,YGR287C
3259,MAL13,YGR288W
3368,MAL11,YGR289C
1173,MAL12,YGR292W
4005,PAU12,YGR294W
3643,COS6,YGR295C
1399,YRF1-3,YGR296W
3519,HSE1,YHL002W
1363,LAG1,YHL003C
1703,MRP4,YHL004W
1180,SHU1,YHL006C
3908,STE20,YHL007C
3939,NA,YHL008C
1591,YAP3,YHL009C
494,PRS3,YHL011C
1848,NA,YHL012W
675,OTU2,YHL013C
2862,OPI1,YHL020C
1592,SPO11,YHL022C
1668,RIM4,YHL024W
3084,SNF6,YHL025W
3529,RIM101,YHL027W
1223,WSC4,YHL028W
3909,OCA5,YHL029C
1590,ECM29,YHL030W
745,GUT1,YHL032C
999,RPL8A,YHL033C
236,SBP1,YHL034C
3391,CBP2,YHL038C
386,EFM1,YHL039W
929,NA,YHL042W
4023,ECM34,YHL043W
518,NA,YHL044W
463,ARN2,YHL047C
4024,NA,YHL048C-A
4342,COS8,YHL048W
672,NA,YHL049C
4443,NA,YHL050C
41,OSH7,YHR001W
102,QCR10,YHR001W-A
188,TCD1,YHR003C
262,NEM1,YHR004C
73,ERG11,YHR007C
4234,NA,YHR007C-A
3385,SOD2,YHR008C
1149,TDA3,YHR009C
3103,DIA4,YHR011W
2831,VPS29,YHR012W
3473,MIP6,YHR015W
2870,YSC84,YHR016C
3009,RPS27B,YHR021C
4649,ECM12,YHR021W-A
4008,NA,YHR022C
4381,NA,YHR022C-A
656,RPN1,YHR027C
782,DAP2,YHR028C
3801,SLT2,YHR030C
3289,RRM3,YHR031C
4420,PIH1,YHR034C
428,PUT2,YHR037W
3131,MSC7,YHR039C
3121,VMA10,YHR039C-A
3408,BCD1,YHR040W
813,NCP1,YHR042W
1168,DOG2,YHR043C
3876,DOG1,YHR044C
4133,INM1,YHR046C
1306,AAP1,YHR047C
1367,YHK8,YHR048W
4132,NA,YHR050W-A
4356,COX6,YHR051W
3355,CIC1,YHR052W
1032,NA,YHR054C
1446,CUP1-2,YHR055C
1454,RSC30,YHR056C
3150,CPR2,YHR057C
3412,MED6,YHR058C
1774,FYV4,YHR059W
4251,VMA22,YHR060W
1383,GIC1,YHR061C
75,PAN5,YHR063C
3459,SSZ1,YHR064C
1635,DYS1,YHR068W
590,TRM5,YHR070W
4660,PCL5,YHR071W
3288,ERG7,YHR072W
1766,QNS1,YHR074W
3183,PTC7,YHR076W
539,NMD2,YHR077C
577,NA,YHR078W
1219,IRE1,YHR079C
1245,SAE3,YHR079C-A
781,LAM4,YHR080C
1227,KSP1,YHR082C
3424,RPF1,YHR088W
3309,GAR1,YHR089C
3735,YNG2,YHR090C
3341,MSR1,YHR091C
2795,HXT1,YHR094C
2860,HXT5,YHR096C
555,SFB3,YHR098C
4272,GEP4,YHR100C
641,KIC1,YHR102W
941,SBE22,YHR103W
3014,GRE3,YHR104W
3088,TRR2,YHR106W
2985,CTM1,YHR109W
685,ERP5,YHR110W
51,UBA4,YHR111W
1702,NA,YHR112C
485,APE4,YHR113W
4253,BZZ1,YHR114W
752,COX23,YHR116W
4257,TOM71,YHR117W
4282,ORC6,YHR118C
831,SET1,YHR119W
3530,MSH1,YHR120W
151,LSM12,YHR121W
4558,CIA2,YHR122W
2930,EPT1,YHR123W
1087,NDT80,YHR124W
295,ANS1,YHR126C
621,NA,YHR131C
222,ECM14,YHR132C
620,NSG1,YHR133C
957,WSS1,YHR134W
435,YCK1,YHR135C
351,SPL2,YHR136C
2877,ARO9,YHR137W
3868,NA,YHR138C
1626,SPS100,YHR139C
87,CHS7,YHR142W
3431,DCD1,YHR144C
614,CRP1,YHR146W
1247,MRPL6,YHR147C
3724,PEX28,YHR150W
2785,MTC6,YHR151C
3592,SPO12,YHR152W
3612,SPO16,YHR153C
4424,RTT107,YHR154W
728,LAM1,YHR155W
3376,LIN1,YHR156C
4018,REC104,YHR157W
508,KEL1,YHR158C
757,TDA11,YHR159W
3683,PEX18,YHR160C
557,MPC2,YHR162W
928,SOL3,YHR163W
3249,DNA2,YHR164C
277,THP2,YHR167W
3804,NMD3,YHR170W
139,ENO2,YHR174W
3133,CTR2,YHR175W
1541,FMO1,YHR176W
3060,NA,YHR177W
1644,STB5,YHR178W
429,NA,YHR182W
228,GND1,YHR183W
1192,SSP1,YHR184W
3698,IKI1,YHR187W
4468,ERG9,YHR190W
388,EGD2,YHR193C
1234,MDM31,YHR194W
1436,NVJ1,YHR195W
3766,AIM18,YHR198C
887,AIM46,YHR199C
1456,NBL1,YHR199C-A
1578,NA,YHR202W
3322,RPS4B,YHR203C
79,SCH9,YHR205W
4801,NA,YHR210C
4400,FLO5,YHR211W
1308,NA,YHR212W-A
470,NA,YHR213W
1156,NA,YHR213W-A
3965,NA,YHR213W-B
4087,NA,YHR214C-D
4349,NA,YHR214C-E
3507,NA,YHR214W
4034,PHO12,YHR215W
4177,NA,YHR218W
3772,NA,YHR219W
915,INP51,YIL002C
3,URM1,YIL008W
4115,EST3,YIL009C-A
3839,DOT5,YIL010W
3563,TIR3,YIL011W
3780,PDR11,YIL013C
3480,NA,YIL014C-A
4338,BAR1,YIL015W
245,SNL1,YIL016W
567,RPL2B,YIL018W
3505,HIS6,YIL020C
3565,YKE4,YIL023C
4154,IRR1,YIL026C
1461,EMC5,YIL027C
4324,NA,YIL029C
257,SSM4,YIL030C
3198,ULP2,YIL031W
57,BCY1,YIL033C
318,CAP2,YIL034C
3617,CKA1,YIL035C
3531,CST6,YIL036W
3168,TED1,YIL039W
451,GVP36,YIL041W
3980,PKP1,YIL042C
514,CBR1,YIL043C
4655,AGE2,YIL044C
4124,PIG2,YIL045W
723,NA,YIL046W-A
2935,SYG1,YIL047C
3817,PCL7,YIL050W
95,MMF1,YIL051C
233,RPL34B,YIL052C
2858,GPP1,YIL053W
3072,NA,YIL055C
1429,VHR1,YIL056W
1396,RGI2,YIL057C
3340,NA,YIL060W
18,YRB2,YIL063C
3613,RNR3,YIL066C
2827,NA,YIL067C
224,SEC6,YIL068C
3692,MAM33,YIL070C
473,PCI8,YIL071C
3339,HOP1,YIL072W
1067,SPO22,YIL073C
3209,SER33,YIL074C
212,SEC28,YIL076W
1018,NA,YIL077C
3378,AIR1,YIL079C
1523,CAB2,YIL083C
288,SDS3,YIL084C
4631,KTR7,YIL085C
3419,AIM19,YIL087C
4283,AVT7,YIL088C
4435,NA,YIL089W
3373,ICE2,YIL090W
1019,NA,YIL092W
3567,RSM25,YIL093C
373,PRK1,YIL095W
2857,FYV10,YIL097W
924,FMC1,YIL098C
3779,XBP1,YIL101C
4630,NA,YIL102C
3261,SHQ1,YIL104C
3369,SLM1,YIL105C
4825,MOB1,YIL106W
477,PFK26,YIL107C
1008,NA,YIL108W
1653,SEC24,YIL109C
3875,HOS4,YIL112W
2834,NUP159,YIL115C
980,PRM5,YIL117C
2885,RPI1,YIL119C
168,QDR2,YIL121W
4263,POG1,YIL122W
193,KGD1,YIL125W
563,RRT14,YIL127C
4032,MET18,YIL128W
426,TAO3,YIL129C
3898,ASG1,YIL130W
3767,CSM2,YIL132C
194,RPL16A,YIL133C
3225,NA,YIL134C-A
4148,VHS2,YIL135C
3236,OM45,YIL136W
3026,TMA108,YIL137C
3546,TPM2,YIL138C
4192,REV7,YIL139C
838,AXL2,YIL140W
1574,NDC80,YIL144W
1267,ATG32,YIL146C
1189,SLN1,YIL147C
322,RPL40A,YIL148W
3532,MCM10,YIL150C
3763,NA,YIL152W
4092,GUT2,YIL155C
3599,AIM20,YIL158W
3526,BNR1,YIL159W
4325,NA,YIL161W
3654,SUC2,YIL162W
1907,NIT1,YIL164C
3400,NA,YIL166C
2940,NA,YIL169C
3976,IMA3,YIL172C
3630,VTH1,YIL173W
4216,PAU14,YIL176C
692,NA,YIL177C
308,SGN1,YIR001C
4312,MPH1,YIR002C
513,DJP1,YIR004W
1175,IST3,YIR005W
209,EGH1,YIR007W
3456,PRI1,YIR008C
3436,MSL1,YIR009W
4709,DSN1,YIR010W
3141,SQT1,YIR012W
3853,RPR2,YIR015W
1477,MET28,YIR017C
1560,NA,YIR018C-A
4279,YAP5,YIR018W
4142,FLO11,YIR019C
4569,MRS1,YIR021W
4623,NA,YIR021W-A
662,SEC11,YIR022W
3574,INA22,YIR024C
1557,MND2,YIR025W
695,YVH1,YIR026C
1917,DAL4,YIR028W
1299,DCG1,YIR030C
1260,MGA2,YIR033W
541,NA,YIR035C
538,HYR1,YIR037W
3560,GTT1,YIR038C
504,NA,YIR042C
4258,CYR1,YJL005W
2864,CTK2,YJL006C
4629,VTC4,YJL012C
128,NA,YJL016W
3178,MPS3,YJL019W
2948,BBC1,YJL020C
3614,PET130,YJL023C
1777,RRN7,YJL025W
2850,RNR2,YJL026W
528,VPS53,YJL029C
1646,MAD2,YJL030W
4013,BET4,YJL031C
2958,KAR2,YJL034W
3742,TAD2,YJL035C
1108,IRC18,YJL037W
4535,LOH1,YJL038C
253,NUP192,YJL039C
630,NSP1,YJL041W
3757,MHP1,YJL042W
1532,NA,YJL043W
1649,GYP6,YJL044C
3966,RTT101,YJL047C
384,NA,YJL047C-A
1795,NA,YJL049W
1083,NA,YJL052C-A
135,TIM54,YJL054W
4122,NA,YJL055W
4233,ZAP1,YJL056C
3668,IKS1,YJL057C
1608,BIT61,YJL058C
2852,NUP82,YJL061W
1645,COA3,YJL062W-A
1251,MRPL8,YJL063C
1762,DLS1,YJL065C
3015,MPM1,YJL066C
296,NA,YJL068C
4370,UTP18,YJL069C
3451,ARG2,YJL071W
1191,JEM1,YJL073W
1926,NA,YJL077W-B
2909,SCP160,YJL080C
200,ARP4,YJL081C
4347,IML2,YJL082W
4499,TAX4,YJL083W
4100,ALY2,YJL084C
3134,TRL1,YJL087C
84,ARG3,YJL088W
3676,SIP4,YJL089W
1390,SRS2,YJL092W
1524,TOK1,YJL093C
3738,KHA1,YJL094C
1269,BCK1,YJL095W
1462,MRPL49,YJL096W
3771,SAP185,YJL098W
1493,CHS6,YJL099W
380,LSB6,YJL100W
1304,GSH1,YJL101C
4313,MEF2,YJL102W
3370,PAM16,YJL104W
632,IME2,YJL106W
1331,NA,YJL107C
4146,PRM10,YJL108C
320,UTP10,YJL109C
2955,GZF3,YJL110C
4205,NCA3,YJL116C
1096,PHO86,YJL117W
975,MTC1,YJL123C
735,NIT2,YJL126W
890,SPT10,YJL127C
1250,NA,YJL127C-B
697,TRK1,YJL129C
1324,NA,YJL132W
74,NA,YJL133C-A
3707,MRS3,YJL133W
2983,LCB3,YJL134W
3159,RPS21B,YJL136C
3181,GLG2,YJL137C
218,TIF2,YJL138C
215,YUR1,YJL139C
3551,SFH5,YJL145W
3759,IDS2,YJL146W
1563,MRX5,YJL147C
624,RPA34,YJL148W
4563,DAS1,YJL149W
459,SNA3,YJL151C
191,INO1,YJL153C
2797,VPS35,YJL154C
964,FBP26,YJL155C
3189,FAR1,YJL157C
479,CIS3,YJL158C
1754,HSP150,YJL159W
1369,PIR5,YJL160C
3427,JJJ2,YJL162C
91,TPK1,YJL164C
524,SET2,YJL168C
4544,ASG7,YJL170C
1503,NA,YJL171C
1075,RFA3,YJL173C
304,RPL17B,YJL177W
229,ATG27,YJL178C
1196,ATP12,YJL180C
3645,MNN11,YJL183W
654,ATG36,YJL185C
2903,RPS22A,YJL190C
414,RPS14B,YJL191W
72,SOP4,YJL192C
409,NA,YJL193W
1435,CDC6,YJL194W
1120,UBP12,YJL197W
540,ACO2,YJL200C
1604,PRP21,YJL203W
4236,NCE101,YJL205C
3115,NA,YJL206C
405,LAA1,YJL207C
3618,NUC1,YJL208C
3837,CBP1,YJL209W
1232,OPT1,YJL212C
1143,NA,YJL213W
1332,NA,YJL218W
3256,HXT9,YJL219W
3587,IMA4,YJL221C
4447,PAU1,YJL223C
602,NA,YJL225C
4057,APL1,YJR005W
3950,POL31,YJR006W
117,TDH2,YJR009C
1610,SPC1,YJR010C-A
2887,MET3,YJR010W
1069,NA,YJR011C
3489,TMA22,YJR014W
1155,NA,YJR015W
3255,ESS1,YJR017C
1051,TES1,YJR019C
3756,LSM8,YJR022W
3010,BNA1,YJR025C
574,GEA1,YJR031C
1744,CPR7,YJR032W
547,RAV1,YJR033C
3520,PET191,YJR034W
3745,RAD26,YJR035W
394,HUL4,YJR036C
260,GEF1,YJR040W
1412,NUP85,YJR042W
3425,POL32,YJR043C
3352,CYC1,YJR048W
3906,UTR1,YJR049C
3902,OSM1,YJR051W
4571,RAD7,YJR052W
1499,HIT1,YJR055W
214,CDC8,YJR057W
977,PTK2,YJR059W
3615,CBF1,YJR060W
1043,NA,YJR061W
583,NTA1,YJR062C
311,TOR1,YJR066W
1773,YAE1,YJR067C
3227,HAM1,YJR069C
383,LIA1,YJR070C
345,OPI3,YJR073C
3167,MOG1,YJR074W
4595,HOC1,YJR075W
1400,CDC11,YJR076C
3414,MIR1,YJR077C
1160,BNA2,YJR078W
533,AIM24,YJR080C
3346,EAF6,YJR082C
174,ACF4,YJR083C
3390,NA,YJR084W
973,NA,YJR085C
883,EMC2,YJR088C
3793,BIR1,YJR089W
3066,JSN1,YJR091C
210,BUD4,YJR092W
76,RPL43B,YJR094W-A
3190,SFC1,YJR095W
4015,NA,YJR096W
3916,JJJ3,YJR097W
858,YUH1,YJR099W
1539,AIM25,YJR100C
821,RSM26,YJR101W
3331,VPS25,YJR102C
400,URA8,YJR103W
3666,SOD1,YJR104C
841,ADO1,YJR105W
3741,ECM27,YJR106W
1337,CPA2,YJR109C
754,YMR1,YJR110W
424,NA,YJR111C
1441,NNF1,YJR112W
1028,NA,YJR112W-A
3226,NA,YJR114W
1569,NA,YJR115W
329,TDA4,YJR116W
3731,STE24,YJR117W
185,ILM1,YJR118C
636,JHD2,YJR119C
916,IBA57,YJR122W
522,VPS70,YJR126C
1655,RSF2,YJR127C
1432,MNS1,YJR131W
1339,XPT1,YJR133W
3296,SGM1,YJR134C
8,MET5,YJR137C
4181,IML1,YJR138W
1573,HOM6,YJR139C
1505,NA,YJR142W
313,PMT4,YJR143C
3031,RPS4A,YJR145C
4267,HMS2,YJR147W
4548,BAT2,YJR148W
717,DAN1,YJR150C
157,DAL5,YJR152W
1808,PGU1,YJR153W
9,NA,YJR154W
4041,AAD10,YJR155W
4156,THI11,YJR156C
4275,HXT16,YJR158W
1818,SOR1,YJR159W
3706,MPH3,YJR160C
4021,COS5,YJR161C
3206,MET14,YKL001C
2786,DID4,YKL002W
3728,MRP17,YKL003C
2900,RPL14A,YKL006W
3238,CAP1,YKL007W
234,LAC1,YKL008C
368,UFD4,YKL010C
3447,CCE1,YKL011C
3252,PRP40,YKL012W
103,ARC19,YKL013C
3305,URB1,YKL014C
3475,PUT3,YKL015W
4716,ATP7,YKL016C
771,SPT23,YKL020C
3897,CDC16,YKL022C
4430,PAN3,YKL025C
3096,GPX1,YKL026C
3387,IXR1,YKL032C
3161,TUL1,YKL034W
1268,UGP1,YKL035W
921,AIM26,YKL037W
3292,RGT1,YKL038W
2828,VPS24,YKL041W
