Number,Name,ID
3366,PHD1,YKL043W
219,DCW1,YKL046C
1431,ELM1,YKL048C
648,NA,YKL050C
3090,SFK1,YKL051W
4336,MDM35,YKL053C-A
2838,DEF1,YKL054C
2805,TMA19,YKL056C
3657,NUP120,YKL057C
4473,BLI1,YKL061W
3221,MSN4,YKL062W
589,MNR2,YKL064W
746,YET1,YKL065C
3482,YNK1,YKL067W
595,NUP100,YKL068W
2813,NA,YKL069W
356,NA,YKL071W
3627,STB6,YKL072W
3781,LHS1,YKL073W
3264,MUD2,YKL074C
153,NA,YKL075C
4227,DHR2,YKL078W
3348,SMY1,YKL079W
1357,TEF4,YKL081W
598,HOT13,YKL084W
3067,SRX1,YKL086W
4451,CYT2,YKL087C
4169,CAB3,YKL088W
1857,CUE2,YKL090W
799,NA,YKL091C
607,BUD2,YKL092C
579,YJU2,YKL095W
1286,NA,YKL096C-B
4314,CWP1,YKL096W
778,CWP2,YKL096W-A
4410,UTP11,YKL099C
471,YPF1,YKL100C
273,HSL1,YKL101W
78,APE1,YKL103C
792,NA,YKL106C-A
635,AAT1,YKL106W
1041,NA,YKL107W
1365,KTI12,YKL110C
3800,RAD27,YKL113C
4653,PRR1,YKL116C
1283,DGR2,YKL121W
3929,SSH4,YKL124W
4534,RRN3,YKL125W
430,YPK1,YKL126W
4346,PGM1,YKL127W
390,SHE2,YKL130C
1625,1-Oct,YKL134C
4178,MRPL31,YKL138C
3294,HSK3,YKL138C-A
2924,TGL1,YKL140W
1074,SDH3,YKL141W
3500,LTV1,YKL143W
1133,RPC25,YKL144C
4357,RPT1,YKL145W
4174,AVT3,YKL146W
1334,DBR1,YKL149C
926,MCR1,YKL150W
3558,GPM1,YKL152C
3151,RPS27A,YKL156W
3945,APE2,YKL157W
377,RCN1,YKL159C
1210,ELF1,YKL160W
4417,PIR1,YKL164C
609,TPK3,YKL166C
1506,MRP49,YKL167C
4129,KKQ8,YKL168C
4190,MRPL38,YKL170W
303,NNK1,YKL171W
4206,EBP2,YKL172W
3428,SNU114,YKL173W
4517,ZRT3,YKL175W
3570,LST4,YKL176C
3515,RPL17A,YKL180W
63,PRS1,YKL181W
959,FAS1,YKL182W
4396,SPE1,YKL184W
721,ASH1,YKL185W
492,FAT3,YKL187C
1652,PXA2,YKL188C
1161,HYM1,YKL189W
3029,CNB1,YKL190W
744,DPH2,YKL191W
1904,ACP1,YKL192C
108,SDS22,YKL193C
906,MIA40,YKL195W
1239,LOS1,YKL205W
748,ADD66,YKL206C
3036,EMC3,YKL207W
4001,CBT1,YKL208W
100,SAC1,YKL212W
3640,DOA1,YKL213C
4696,JEN1,YKL217W
743,FRE2,YKL220C
3111,MCH2,YKL221W
708,PAU16,YKL224C
1380,NA,YKR005C
130,MEH1,YKR007W
4344,RSC4,YKR008W
3656,FOX2,YKR009C
4061,TOF2,YKR010C
3409,PRY2,YKR013W
4066,YPT52,YKR014C
465,MIC60,YKR016W
532,HEL1,YKR017C
908,NA,YKR018C
3696,NTR2,YKR022C
238,GCN3,YKR026C
1216,BCH2,YKR027W
1343,SET3,YKR029C
217,DAL80,YKR034W
3633,KAE1,YKR038C
34,GAP1,YKR039W
880,NA,YKR041W
1237,UTH1,YKR042W
982,NA,YKR045C
347,PET10,YKR046C
893,NAP1,YKR048C
1122,FMP46,YKR049C
3504,MRS4,YKR052C
637,YSR3,YKR053C
1035,DYN1,YKR054C
1617,RHO4,YKR055W
3313,TRM2,YKR056W
3286,RPS21A,YKR057W
1415,GLG1,YKR058W
170,TIF1,YKR059W
1619,UTP30,YKR060W
1821,KTR2,YKR061W
642,OAF3,YKR064W
859,PAM17,YKR065C
3796,CCP1,YKR066C
2806,BET3,YKR068C
1093,NA,YKR070W
1259,DRE2,YKR071C
661,SIS2,YKR072C
62,ECM4,YKR076W
4114,MSA2,YKR077W
1190,TRZ1,YKR079C
5,MTD1,YKR080W
109,NUP133,YKR082W
3545,DAD2,YKR083C
509,OMA1,YKR087C
4278,TVP38,YKR088C
829,TGL4,YKR089C
3694,SRL3,YKR091W
4699,PCC1,YKR095W-A
1430,ESL2,YKR096W
951,PCK1,YKR097W
3660,BAS1,YKR099W
154,SKG1,YKR100C
4418,SIR1,YKR101W
1284,VBA5,YKR105C
1598,GEX2,YKR106W
327,DNM1,YLL001W
3386,RTT109,YLL002W
3595,SFI1,YLL003W
1270,NA,YLL006W-A
1271,LMO1,YLL007C
3100,DRS1,YLL008W
1564,PSR1,YLL010C
592,SOF1,YLL011W
1349,YEH1,YLL012W
325,PUF3,YLL013C
1439,SDC25,YLL016W
3555,COX19,YLL018C-A
4672,KNS1,YLL019C
3432,SPA2,YLL021W
1212,HIF1,YLL022C
4549,POM33,YLL023C
125,SSA2,YLL024C
501,HSP104,YLL026W
3235,ISA1,YLL027W
440,TPO1,YLL028W
150,GPI13,YLL031C
4732,IRC19,YLL033W
2905,RIX7,YLL034C
913,ENT4,YLL038C
1579,VPS13,YLL040C
4110,SDH2,YLL041C
1421,ATG10,YLL042C
4045,FPS1,YLL043W
3494,RPL8B,YLL045C
1658,FRE6,YLL051C
1620,AQY2,YLL052C
3648,NA,YLL053C
4043,NA,YLL054C
1356,NA,YLL056C
3600,NA,YLL058W
1518,GTT2,YLL060C
3938,MHT1,YLL062C
1449,AYT1,YLL063C
2116,PAU18,YLL064C
1676,NA,YLL066C
445,NA,YLL066W-B
3629,NA,YLL067C
1388,NA,YLR001C
1228,CMS1,YLR003C
3506,THI73,YLR004C
164,SSK1,YLR006C
3886,TEN1,YLR010C
756,LOT6,YLR011W
3942,GAT3,YLR013W
1546,BRE2,YLR015W
1839,PML1,YLR016C
3621,PSR2,YLR019W
292,YEH2,YLR020C
4323,IRC25,YLR021W
764,SDO1,YLR022C
622,UBR2,YLR024C
2866,SNF7,YLR025W
252,ADE16,YLR028C
881,NA,YLR030W
244,RSC58,YLR033W
783,SMF3,YLR034C
421,MLH2,YLR035C
4727,PAU23,YLR037C
3809,COX12,YLR038C
808,AFB1,YLR040C
2822,PDC1,YLR044C
2914,STU2,YLR045C
1902,NA,YLR046C
2792,RPS0B,YLR048W
948,NA,YLR049C
1526,NA,YLR053C
3611,OSW2,YLR054C
489,SPT8,YLR055C
3059,ERG3,YLR056W
4176,MNL2,YLR057W
531,SHM2,YLR058C
272,REX2,YLR059C
4011,BMT6,YLR063W
1841,ENV10,YLR065C
521,SPC3,YLR066W
1341,FYV7,YLR068W
4741,MEF1,YLR069C
2046,XYL2,YLR070C
3808,LAM6,YLR072W
727,RFU1,YLR073C
912,FMP25,YLR077W
2927,SIC1,YLR079W
1401,EMP46,YLR080W
3850,GAL2,YLR081W
3744,SRL2,YLR082C
146,EMP70,YLR083C
791,ARP6,YLR085C
4316,SMC4,YLR086W
1182,CSF1,YLR087C
1708,GAA1,YLR088W
3442,ALT1,YLR089C
4578,GEP5,YLR091W
3136,SUL2,YLR092W
4219,NYV1,YLR093C
3283,GIS3,YLR094C
688,IOC2,YLR095C
1800,HRT3,YLR097C
3039,CHA4,YLR098C
4185,ICT1,YLR099C
628,ERG27,YLR100W
3169,APC9,YLR102C
3222,LCL2,YLR104W
4429,SEN2,YLR105C
3162,REX3,YLR107W
1706,NA,YLR108C
576,CCW12,YLR110C
1880,AVL9,YLR114C
3300,MSL5,YLR116W
3314,CLF1,YLR117C
2895,SRN2,YLR119W
689,YPS1,YLR120C
705,YPS3,YLR121C
1129,NA,YLR126C
1683,ACE2,YLR131C
4478,USB1,YLR132C
1375,CKI1,YLR133W
2880,PDC5,YLR134W
2950,SLX4,YLR135W
4017,TIS11,YLR136C
1647,SLS1,YLR139C
4340,PUT1,YLR142W
605,ACF2,YLR144C
3932,RMP1,YLR145W
3680,SMD3,YLR147C
4161,PEP3,YLR148W
4277,RNH203,YLR154C
3967,NA,YLR154C-G
4388,NA,YLR154C-H
3659,NA,YLR154W-A
4557,NA,YLR154W-B
903,TAR1,YLR154W-C
1515,NA,YLR154W-E
1427,NA,YLR154W-F
1257,ASP3-1,YLR155C
4089,NA,YLR156W
3725,ASP3-2,YLR157C
837,NA,YLR157W-C
1176,ASP3-3,YLR158C
949,NA,YLR159C-A
1500,NA,YLR159W
575,ASP3-4,YLR160C
554,MAS1,YLR163C
4226,SHH4,YLR164W
4319,APS1,YLR170C
1097,DPH5,YLR172C
39,CBF5,YLR175W
123,SAM1,YLR180W
3139,SWI6,YLR182W
3746,TOS4,YLR183C
450,ATG26,YLR189C
1091,PEX13,YLR191W
2821,HCR1,YLR192C
1205,UPS1,YLR193C
3903,PWP1,YLR196W
3994,PBA1,YLR199C
1803,YKE2,YLR200W
847,COQ9,YLR201C
4412,QRI5,YLR204W
2066,HMX1,YLR205C
2936,SEC13,YLR208W
1689,PNP1,YLR209C
363,CLB4,YLR210W
2899,TUB4,YLR212C
1352,CRR1,YLR213C
1080,CDC123,YLR215C
4550,MSC3,YLR219W
1660,CCC1,YLR220W
1371,RSA3,YLR221C
3166,UTP13,YLR222C
3820,IFH1,YLR223C
436,UCC1,YLR224W
3750,ADY4,YLR227C
4680,ECM22,YLR228C
1939,EST1,YLR233C
1964,TOP3,YLR234W
4504,FAR10,YLR238W
936,LIP2,YLR239C
3524,ARV1,YLR242C
1394,CDD1,YLR245C
3987,ERF2,YLR246W
1164,IRC20,YLR247C
237,RCK2,YLR248W
1534,SSP120,YLR250W
3981,SYM1,YLR251W
126,NDL1,YLR254C
690,NA,YLR257W
419,GSY2,YLR258W
3211,HSP60,YLR259C
4276,LCB5,YLR260W
806,TMA7,YLR262C-A
3384,RPS28B,YLR264W
3603,NEJ1,YLR265C
2929,PDR8,YLR266C
3856,BOP2,YLR267W
1752,SEC22,YLR268W
441,DCS1,YLR270W
3900,YCS4,YLR272C
4564,PIG1,YLR273C
3891,MCM5,YLR274W
4369,SMD2,YLR275W
677,NA,YLR281C
3933,ECI1,YLR284C
422,NNT1,YLR285W
3316,RPS30A,YLR287C-A
3522,MEC3,YLR288C
3069,GUF1,YLR289W
1941,GCD7,YLR291C
3049,SEC72,YLR292C
4334,NA,YLR297W
1623,YHC1,YLR298C
3232,EXG1,YLR300W
148,ACO1,YLR304C
396,UBC12,YLR306W
891,NA,YLR307C-A
3838,CDA1,YLR307W
4399,CDA2,YLR308W
407,NA,YLR312C-B
3670,MRPL15,YLR312W-A
2889,NKP2,YLR315W
4180,TAD3,YLR316C
3968,BUD6,YLR319C
4188,CWC24,YLR323C
3857,PEX30,YLR324W
60,NA,YLR326W
2884,NMA1,YLR328W
3685,REC102,YLR329W
3665,CHS5,YLR330W
378,MID2,YLR332W
4084,NUP2,YLR335W
2814,VRP1,YLR337C
1747,SPO77,YLR341W
1459,FKS1,YLR342W
3843,NA,YLR345W
199,NA,YLR346C
181,ORM2,YLR350W
4364,NA,YLR352W
1978,BUD8,YLR353W
4120,TAL1,YLR354C
1384,RSC2,YLR357W
3973,VPS38,YLR360W
3828,DCR2,YLR361C
96,NMD4,YLR363C
3342,RPS22B,YLR367W
716,MDM30,YLR368W
3493,SSQ1,YLR369W
2988,ARC18,YLR370C
3204,ROM2,YLR371W
3404,ELO3,YLR372W
1071,VID22,YLR373C
760,STP3,YLR375W
3995,PSY3,YLR376C
3157,SEC61,YLR378C
4134,IKI3,YLR384C
3832,SWC7,YLR385C
1521,RPS29A,YLR388W
3466,STE23,YLR389C
1537,ECM19,YLR390W
2918,CCW14,YLR390W-A
824,ART10,YLR392C
762,ATP10,YLR393W
391,COX8,YLR395C
1078,AFG2,YLR397C
3446,BDF1,YLR399C
3883,DUS3,YLR401C
122,SFP1,YLR403W
3634,DUS4,YLR405W
4428,RPL31B,YLR406C
3392,NA,YLR406C-A
4240,NA,YLR412C-A
4565,BER1,YLR412W
2801,INA1,YLR413W
220,NA,YLR415C
4019,VPS36,YLR417W
247,NA,YLR419W
464,ATG17,YLR423C
3990,SPP382,YLR424W
3982,TUS1,YLR425W
442,TDA5,YLR426W
3591,MAG2,YLR427W
2879,SEN1,YLR430W
1077,IMD3,YLR432W
232,CNA1,YLR433C
267,TSR2,YLR435W
2996,ECM30,YLR436C
352,DIF1,YLR437C
42,LSM3,YLR438C-A
4616,CAR2,YLR438W
2835,RPS1A,YLR441C
1110,VMA6,YLR447C
971,RPL6B,YLR448W
827,HMG2,YLR450W
2893,LEU3,YLR451W
1395,SST2,YLR452C
3080,RIF2,YLR453C
28,FMP27,YLR454W
66,PDP3,YLR455W
4293,NA,YLR456W
3108,NBP1,YLR457C
4200,NA,YLR460C
3275,PAU4,YLR461W
1554,NA,YLR462W
1509,NA,YLR464W
1403,NA,YLR466C-B
730,YRF1-4,YLR466W
643,YRF1-5,YLR467W
3460,YPT7,YML001W
1507,NA,YML002W
4254,GLO1,YML004C
1865,TRM12,YML005W
328,NA,YML007C-A
3330,YAP1,YML007W
4204,ERG6,YML008C
3747,SPT5,YML010W
1215,ERV25,YML012W
3960,UBX2,YML013W
2981,TRM9,YML014W
1817,TAF11,YML015C
2867,PPZ1,YML016C
3605,PSP2,YML017W
1473,OST6,YML019W
207,NA,YML020W
1088,UNG1,YML021C
401,APT1,YML022W
4027,RPS17A,YML024W
4654,YML6,YML025C
861,RPS18B,YML026C
611,TSA1,YML028W
3045,USA1,YML029W
619,NDC1,YML031W
2987,RAD52,YML032C
700,SRC1,YML034W
286,AMD1,YML035C
3714,CGI121,YML036W
1414,YMD8,YML038C
4072,VPS71,YML041C
1098,CAT2,YML042W
3426,RRN11,YML043C
284,PRP39,YML046W
306,PRM6,YML047C
4454,GSF2,YML048W
25,RSE1,YML049C
88,SUR7,YML052W
3999,CYB2,YML054C
830,NA,YML054C-A
226,SPC2,YML055W
82,IMD4,YML056C
4163,CMP2,YML057W
1263,HUG1,YML058W-A
3927,OGG1,YML060W
713,MFT1,YML062C
4559,RPS1B,YML063W
3265,ORC1,YML065W
2910,ERV41,YML067C
714,ITT1,YML068W
3601,COG8,YML071C
967,TCB3,YML072C
529,RPL6A,YML073C
4367,HMG1,YML075C
2917,WAR1,YML076C
3687,BET5,YML077W
4269,CPR3,YML078W
1258,NA,YML079W
3626,DUS1,YML080W
3682,ATP18,YML081C-A
4071,TDA9,YML081W
3028,NA,YML082W
362,ALO1,YML086C
1845,RPM2,YML091C
4318,PRE8,YML092C
3930,UTP14,YML093W
3940,GIM5,YML094W
4170,RAD10,YML095C
3783,NA,YML096W
307,VPS9,YML097C
4111,TAF13,YML098W
1519,ARG81,YML099C
4326,TSL1,YML100W
935,CUE4,YML101C
3260,CAC2,YML102W
1405,NUP188,YML103C
983,URA5,YML106W
312,PML39,YML107C
1666,ZDS2,YML109W
4529,COQ5,YML110C
3536,BUL2,YML111W
2802,CTK3,YML112W
2943,ATR1,YML116W
4280,NAB6,YML117W
498,NDI1,YML120C
2844,GTR1,YML121W
93,PHO84,YML123C
53,PGA3,YML125C
777,ERG13,YML126C
4362,RSC9,YML127W
682,COX14,YML129C
134,NA,YML131W
995,CDC5,YMR001C
1624,MIX17,YMR002W
227,AIM34,YMR003W
1943,PLB2,YMR006C
3880,PLB1,YMR008C
140,NA,YMR010W
2842,HXT2,YMR011W
1810,SEC59,YMR013C
1307,ERG5,YMR015C
3112,SOK2,YMR016C
709,SPO20,YMR017W
816,NA,YMR018W
3177,MAC1,YMR021C
491,UBC7,YMR022W
1413,MSS1,YMR023C
3247,MRPL3,YMR024W
385,CSI1,YMR025W
798,PEX12,YMR026C
1092,FAR8,YMR029C
587,EIS1,YMR031C
996,HOF1,YMR032W
896,ARP9,YMR033W
4601,IMP2,YMR035W
4016,CCS1,YMR038C
3997,ARG80,YMR042W
3050,MCM1,YMR043W
3715,IOC4,YMR044W
970,NUP116,YMR047C
4537,CSM3,YMR048W
580,STB2,YMR053C
3564,STV1,YMR054W
615,BUB2,YMR055C
1433,AAC1,YMR056C
2803,FET3,YMR058W
115,ARG7,YMR062C
1408,AEP1,YMR064W
3675,SOV1,YMR066W
281,AVO2,YMR068W
3008,NAT4,YMR069W
3192,MOT3,YMR070W
4074,TVP18,YMR071C
1761,ABF2,YMR072W
550,PDS5,YMR076C
3501,VPS20,YMR077C
715,NAM7,YMR080C
729,ISF1,YMR081C
588,ADH3,YMR083W
3552,NPL6,YMR091C
3984,AIP1,YMR092C
1062,UTP15,YMR093W
2809,SNO1,YMR095C
638,SNZ1,YMR096W
634,MTG1,YMR097C
105,MUB1,YMR100W
1565,SRT1,YMR101C
1361,YPK2,YMR104C
3001,PGM2,YMR105C
4143,SPG4,YMR107W
404,ILV2,YMR108W
4354,MYO5,YMR109W
1729,FOL3,YMR113W
766,MGR3,YMR115W
2851,ASC1,YMR116C
366,ASI1,YMR119W
290,ADE17,YMR120C
3270,NA,YMR122W-A
2826,STO1,YMR125W
374,DLT1,YMR126C
3155,SAS2,YMR127C
4460,ECM16,YMR128W
663,POM152,YMR129W
1583,JLP2,YMR132C
1288,REC114,YMR133W
495,ERG29,YMR134W
2840,GID8,YMR135C
3465,GAT2,YMR136W
3517,PSO2,YMR137C
4497,CIN4,YMR138W
724,RIM11,YMR139W
2032,SIP5,YMR140W
256,RPL13B,YMR142C
248,RPS16A,YMR143W
3472,TIF34,YMR146C
406,IMP1,YMR150C
625,NUP53,YMR153W
790,RIM13,YMR154C
94,ATG16,YMR159C
3199,HLJ1,YMR161W
3056,DNF3,YMR162C
1241,MSS11,YMR164C
163,PAH1,YMR165C
1381,MLH1,YMR167W
4374,ALD3,YMR169C
741,ALD2,YMR170C
3091,DDR48,YMR173W
3594,SIP18,YMR175W
3957,SPT21,YMR179W
4456,CTL1,YMR180C
4539,RGM1,YMR182C
54,HSC82,YMR186W
132,GCV2,YMR189W
3308,SGS1,YMR190C
4380,SPG5,YMR191W
1158,GYL1,YMR192W
1870,VTI1,YMR197C
3405,CIK1,YMR198W
895,CLN1,YMR199W
285,ROT1,YMR200W
572,PFK2,YMR205C
1314,HFA1,YMR207C
1434,ERG12,YMR208W
4289,DML1,YMR211W
1743,CEF1,YMR213W
947,SCJ1,YMR214W
1277,GAS3,YMR215W
3653,TRS130,YMR218C
1543,ERG8,YMR220W
3488,FSH2,YMR222C
1679,MRE11,YMR224C
3954,MRPL44,YMR225C
736,NA,YMR226C
646,RRP5,YMR229C
3216,RPS10B,YMR230W
47,PEP5,YMR231W
4330,FUS2,YMR232W
566,RNH1,YMR234W
410,RNA1,YMR235C
324,DFG5,YMR238W
1082,RNT1,YMR239C
3527,CUS1,YMR240C
3849,YHM2,YMR241W
343,FAA4,YMR246W
3542,GAD1,YMR250W
319,HOR7,YMR251W-A
1050,GFD1,YMR255W
1014,COX7,YMR256C
3782,PET111,YMR257C
315,TPS3,YMR261C
667,SAP30,YMR263W
860,CUE1,YMR264W
2874,RSN1,YMR266W
4689,PPA2,YMR267W
3758,RRN9,YMR270C
3335,ZDS1,YMR273C
3160,RCE1,YMR274C
4151,BUL1,YMR275C
1325,CAT8,YMR280C
3304,GPI12,YMR281W
1589,YKU70,YMR284W
965,NGL2,YMR285C
3770,DSS1,YMR287C
2901,HSH155,YMR288W
3533,ABZ2,YMR289W
4525,HAS1,YMR290C
1317,TDA1,YMR291W
36,GOT1,YMR292W
1020,HER2,YMR293C
2933,PRC1,YMR297W
534,DYN3,YMR299C
759,ADE4,YMR300C
897,YME2,YMR302C
1230,ADH2,YMR303C
3454,UBP15,YMR304W
3573,SCW10,YMR305C
991,FKS3,YMR306W
4763,PSE1,YMR308C
2949,NIP1,YMR309C
3027,GLC8,YMR311C
1094,ELP6,YMR312W
2868,PRE5,YMR314W
4315,FET4,YMR319C
3521,SNO4,YMR322C
4363,RLP7,YNL002C
1023,SIS1,YNL007C
184,ASI3,YNL008C
962,IDP3,YNL009W
3538,SPO1,YNL012W
1,PBI2,YNL015W
3416,SSN8,YNL025C
1059,CRZ1,YNL027W
989,KTR5,YNL029C
3569,HHT2,YNL031C
3201,NCE103,YNL036W
69,IDH1,YNL037C
1309,GPI15,YNL038W
1873,BDP1,YNL039W
3755,COG6,YNL041C
423,BOP3,YNL042W
169,YIP3,YNL044W
1057,SLM2,YNL047C
737,ALG11,YNL048W
3762,SFB2,YNL049C
1123,NA,YNL050C
3598,COX5A,YNL052W
1187,GCD10,YNL062C
99,YDJ1,YNL064C
3606,AQR1,YNL065W
4306,SUN4,YNL066W
3411,FKH2,YNL068C
3224,RPL16B,YNL069C
3215,LAT1,YNL071W
1203,IMP4,YNL075W
242,MKS1,YNL076W
828,APJ1,YNL077W
4360,NIS1,YNL078W
3230,SWS2,YNL081C
1464,PMS1,YNL082W
1693,MKT1,YNL085W
3721,TCB2,YNL087W
1409,TOP2,YNL088W
3319,RHO2,YNL090W
1627,NST1,YNL091W
3848,YPT53,YNL093W
415,RPS7B,YNL096C
4294,PHO23,YNL097C
3207,RAS2,YNL098C
3881,AVT4,YNL101W
2976,POL1,YNL102W
3935,MET4,YNL103W
561,LEU4,YNL104C
338,INP52,YNL106C
1030,NA,YNL108C
2872,NOP15,YNL110C
3172,CYB5,YNL111C
3290,DBP2,YNL112W
1218,DMA2,YNL116W
3054,MLS1,YNL117W
2811,DCP2,YNL118C
3690,NAF1,YNL124W
1748,ESBP6,YNL125C
3548,FAR11,YNL127W
1698,TEP1,YNL128W
1484,NRK1,YNL129W
3135,CPT1,YNL130C
2980,FYV6,YNL133C
3093,FPR1,YNL135C
3578,EAF7,YNL136W
4295,SRV2,YNL138W
1208,YSF3,YNL138W-A
1000,THO2,YNL139C
3448,AAH1,YNL141W
836,MEP2,YNL142W
4020,MFA2,YNL145W
855,ASI2,YNL159C
612,RPL42A,YNL162W
3453,IBD2,YNL164C
38,BNI5,YNL166C
438,SKO1,YNL167C
4196,MDG1,YNL173C
3205,MRPL22,YNL177C
1920,RHO5,YNL180C
3200,NPR1,YNL183C
490,MRPL19,YNL185C
138,UBP10,YNL186W
371,NA,YNL190W
894,CHS1,YNL192W
2902,WHI3,YNL197C
3240,PSY2,YNL201C
613,SPS18,YNL204C
3562,RTT106,YNL206C
650,RIO2,YNL207W
14,SSB2,YNL209W
4661,MER1,YNL210W
275,VID27,YNL212W
4228,RRG9,YNL213C
1733,PEX17,YNL214W
3365,MGS1,YNL218W
289,ALG9,YNL219C
765,ADE12,YNL220W
4523,ATG4,YNL223W
3017,CNM67,YNL225C
497,JJJ1,YNL227C
155,PDR16,YNL231C
3841,CSL4,YNL232W
968,NA,YNL234W
556,KEX2,YNL238W
4212,LAP3,YNL239W
985,ZWF1,YNL241C
1581,CWC25,YNL245C
162,VPS75,YNL246W
3495,RPA49,YNL248C
3298,MPA43,YNL249C
4329,RAD50,YNL250W
1052,MRPL17,YNL252C
1134,TEX1,YNL253W
2969,GIS2,YNL255C
1783,SIP3,YNL257C
515,ATX1,YNL259C
3641,POL2,YNL262W
3580,PDR17,YNL264C
3372,IST1,YNL265C
3195,LYP1,YNL268W
4635,BSC4,YNL269W
1535,ALP1,YNL270C
461,SEC2,YNL272C
3241,TOF1,YNL273W
773,GOR1,YNL274C
1467,BOR1,YNL275W
3360,MET2,YNL277W
1721,CAF120,YNL278W
3862,ERG24,YNL280C
511,HCH1,YNL281W
3092,POP3,YNL282W
340,WSC2,YNL283C
1903,CUS2,YNL286W
3123,CAF40,YNL288W
889,PCL1,YNL289W
2911,RFC3,YNL290W
3422,MID1,YNL291C
1029,PUS4,YNL292W
1112,RIM21,YNL294C
927,MON2,YNL297C
4522,CLA4,YNL298W
797,TRF5,YNL299W
3413,RPL18B,YNL301C
4577,MCK1,YNL307C
1047,KRI1,YNL308C
4150,STB1,YNL309W
2045,SKP2,YNL311C
1214,EMW1,YNL313C
4566,DAL82,YNL314W
3669,PHA2,YNL316C
4166,HXT14,YNL318C
1194,KRE1,YNL322C
4067,LEM3,YNL323W
291,FIG4,YNL325C
1709,EGT2,YNL327W
4477,MDJ2,YNL328C
871,PEX6,YNL329C
1460,RPD3,YNL330C
1165,AAD14,YNL331C
4296,THI12,YNL332W
381,SNZ2,YNL333W
4229,SNO2,YNL334C
1313,COS1,YNL336W
4419,YRF1-6,YNL339C
1807,ATO2,YNR002C
4580,RPC34,YNR003C
67,VPS27,YNR006W
480,ATG3,YNR007C
1034,LRO1,YNR008W
3693,PHO91,YNR013C
4007,SMM1,YNR015W
55,ACC1,YNR016C
4248,ARE2,YNR019W
910,MRPL50,YNR022C
2883,SNF12,YNR023W
3327,SEC12,YNR026C
885,ALG12,YNR030W
3639,SSK2,YNR031C
627,HUB1,YNR032C-A
1495,PPG1,YNR032W
230,ABZ1,YNR033W
4579,SOL1,YNR034W
2787,ARC35,YNR035C
1511,MRPS12,YNR036C
4736,RSM19,YNR037C
4094,DBP6,YNR038W
4622,AGA1,YNR044W
1567,PET494,YNR045W
192,LYS9,YNR050C
2832,BRE5,YNR051C
1114,POP2,YNR052C
3094,HOL1,YNR055C
205,BIO5,YNR056C
3791,BIO3,YNR058W
4281,FRE4,YNR060W
1640,DSE4,YNR067C
3337,BSC5,YNR069C
3993,HXT17,YNR072W
3007,COS10,YNR075W
3191,PAU6,YNR076W
3901,TOP1,YOL006C
1272,RCL1,YOL010W
2961,HTZ1,YOL012C
2839,CMK2,YOL016C
4615,ESC8,YOL017W
4479,IFM1,YOL023W
4492,LAG2,YOL025W
3117,MIM1,YOL026C
1370,MDM38,YOL027C
3310,YAP7,YOL028C
4189,GAS5,YOL030W
3882,MSE1,YOL033W
3589,SMC5,YOL034W
136,RPP2A,YOL039W
2881,RPS15,YOL040C
3870,NGL1,YOL042W
954,PEX15,YOL044W
3553,PSK2,YOL045W
3073,GAL11,YOL051W
3830,SPE2,YOL052C
1207,DDR2,YOL052C-A
3582,THI20,YOL055C
1614,GPM3,YOL056W
3040,GPD2,YOL059W
468,MAM3,YOL060C
287,PRS5,YOL061W
4097,APM4,YOL062C
3851,MET22,YOL064C
3375,RIB2,YOL066C
1634,RTG1,YOL067C
437,HST1,YOL068C
4706,SDH5,YOL071W
608,THP1,YOL072W
696,NA,YOL075C
3769,ATP19,YOL077W-A
1253,AVO1,YOL078W
1983,REX4,YOL080C
3892,IRA2,YOL081W
2808,MPD2,YOL088C
1382,HAL9,YOL089C
4080,MSH2,YOL090W
687,SPO21,YOL091W
796,TRM10,YOL093W
3079,RFC4,YOL094C
1217,HMI1,YOL095C
4442,WRS1,YOL097C
788,PKH2,YOL100W
1875,IZH4,YOL101C
1138,ITR2,YOL103W
4198,INO4,YOL108C
2894,SHR5,YOL110W
3498,SKM1,YOL113W
3597,PAP2,YOL115W
1529,MSN1,YOL116W
3233,RRI2,YOL117W
4416,MCH4,YOL119C
4026,RPS19A,YOL121C
3338,TRM13,YOL125W
3642,YGK3,YOL128C
416,MED7,YOL135C
3214,PFK27,YOL136C
1828,BSC6,YOL137W
3187,CDC33,YOL139C
763,ARG8,YOL140W
3053,PPM2,YOL141W
1024,RIB4,YOL143C
1622,NOP8,YOL144W
3144,CTR9,YOL145C
3011,PSF3,YOL146W
196,PEX11,YOL147C
1438,SPT20,YOL148C
1849,DCP1,YOL149W
1323,GRE2,YOL151W
4311,FRE7,YOL152W
812,HPF1,YOL155C
2978,HXT11,YOL156W
2849,ENB1,YOL158C
1009,NA,YOL163W
4373,AAD15,YOL165C
4006,RRP6,YOR001W
1282,YSP3,YOR003W
3485,DNL4,YOR005C
114,SGT2,YOR007C
3332,TIR4,YOR009W
4713,AUS1,YOR011W
434,ERP4,YOR016C
3063,ROD1,YOR018W
1072,AHC1,YOR023C
4246,HST3,YOR025W
3287,BUB3,YOR026W
246,STI1,YOR027W
3681,CRS5,YOR031W
4712,HMS1,YOR032C
4636,EXO1,YOR033C
1328,AKR2,YOR034C
2941,PEP12,YOR036W
488,CYC2,YOR037W
4203,HIR2,YOR038C
2876,CKB2,YOR039W
3476,GLO4,YOR040W
644,CUE5,YOR042W
172,DBP5,YOR046C
